datetime,Fpar,Lai,FparLai_QC,SiteID
2009-06-18,0.78,3.1,0,CA-Oas
2009-06-22,0.42,1.1,107,CA-Oas
2009-06-26,0.91,5.5,32,CA-Oas
2009-06-30,0.89,5.1000000000000005,32,CA-Oas
2009-07-04,0.53,1.6,2,CA-Oas
2009-07-08,0.7000000000000001,2.5,2,CA-Oas
2009-07-12,0.92,6.0,32,CA-Oas
2009-07-16,0.92,6.1000000000000005,32,CA-Oas
2009-07-20,0.76,2.8000000000000003,0,CA-Oas
2009-07-24,0.88,4.4,32,CA-Oas
2009-07-28,0.91,4.9,32,CA-Oas
2009-08-01,0.09,0.2,105,CA-Oas
2009-08-05,0.91,5.1000000000000005,32,CA-Oas
2009-08-09,0.9400000000000001,6.300000000000001,34,CA-Oas
2009-08-13,0.33,0.6000000000000001,8,CA-Oas
2009-08-17,0.92,5.300000000000001,32,CA-Oas
2009-08-21,0.9,4.800000000000001,32,CA-Oas
2009-08-25,0.9,4.7,32,CA-Oas
2009-08-29,0.91,5.0,32,CA-Oas
2009-09-02,0.91,4.9,32,CA-Oas
2009-09-06,0.89,4.5,32,CA-Oas
2009-09-10,0.9,4.2,34,CA-Oas
2009-09-14,0.87,3.2,2,CA-Oas
2009-09-18,0.9,4.2,32,CA-Oas
2009-09-22,0.89,4.2,32,CA-Oas
2009-09-26,0.84,2.7,2,CA-Oas
2009-09-30,0.52,0.9,2,CA-Oas
2009-10-04,0.35000000000000003,0.5,2,CA-Oas
2009-10-08,0.03,0.1,105,CA-Oas
2009-10-12,0.19,0.2,8,CA-Oas
2009-10-16,0.61,1.1,2,CA-Oas
2009-10-20,0.01,0.0,105,CA-Oas
2009-10-24,0.46,0.7000000000000001,2,CA-Oas
2009-10-28,0.0,0.0,75,CA-Oas
2009-11-01,0.31,0.4,0,CA-Oas
2009-11-05,0.25,0.5,67,CA-Oas
2009-11-09,0.23,0.5,67,CA-Oas
2009-11-13,0.21,0.4,65,CA-Oas
2009-11-17,0.21,0.4,65,CA-Oas
2009-11-21,0.17,0.4,67,CA-Oas
2009-11-25,0.23,0.5,65,CA-Oas
2009-11-29,0.12,0.2,65,CA-Oas
2009-12-03,0.1,0.2,75,CA-Oas
2009-12-07,0.1,0.2,73,CA-Oas
2009-12-11,0.08,0.2,83,CA-Oas
2009-12-15,0.05,0.1,67,CA-Oas
2009-12-19,0.06,0.1,75,CA-Oas
2009-12-23,0.05,0.1,83,CA-Oas
2009-12-27,0.08,0.2,75,CA-Oas
2009-12-31,0.09,0.2,75,CA-Oas
2010-01-01,0.09,0.2,75,CA-Oas
2010-01-05,0.07,0.1,73,CA-Oas
2010-01-09,0.02,0.0,73,CA-Oas
2010-01-13,0.01,0.0,73,CA-Oas
2010-01-17,0.15,0.30000000000000004,65,CA-Oas
2010-01-21,0.01,0.0,75,CA-Oas
2010-01-25,0.3,0.7000000000000001,83,CA-Oas
2010-01-29,0.1,0.2,75,CA-Oas
2010-02-02,0.39,0.6000000000000001,16,CA-Oas
2010-02-06,0.04,0.1,65,CA-Oas
2010-02-10,0.18,0.2,8,CA-Oas
2010-02-14,0.27,0.30000000000000004,16,CA-Oas
2010-02-18,0.01,0.0,105,CA-Oas
2010-02-22,0.05,0.1,97,CA-Oas
2010-02-26,0.05,0.1,115,CA-Oas
2010-03-02,0.04,0.1,105,CA-Oas
2010-03-06,0.27,0.30000000000000004,0,CA-Oas
2010-03-10,0.03,0.0,107,CA-Oas
2010-03-14,0.27,0.30000000000000004,18,CA-Oas
2010-03-18,0.27,0.30000000000000004,0,CA-Oas
2010-03-22,0.1,0.2,115,CA-Oas
2010-03-26,0.04,0.1,105,CA-Oas
2010-03-30,0.27,0.5,2,CA-Oas
2010-04-03,0.32,0.6000000000000001,0,CA-Oas
2010-04-07,0.27,0.5,0,CA-Oas
2010-04-11,0.02,0.0,105,CA-Oas
2010-04-15,0.27,0.5,0,CA-Oas
2010-04-19,0.31,0.6000000000000001,2,CA-Oas
2010-04-23,0.02,0.0,105,CA-Oas
2010-04-27,0.3,0.6000000000000001,2,CA-Oas
2010-05-01,0.34,0.7000000000000001,18,CA-Oas
2010-05-05,0.27,0.5,8,CA-Oas
2010-05-09,0.22,0.5,8,CA-Oas
2010-05-13,0.54,1.2000000000000002,0,CA-Oas
2010-05-17,0.42,1.0,0,CA-Oas
2010-05-21,0.78,3.3000000000000003,18,CA-Oas
2010-05-25,0.61,1.5,0,CA-Oas
2010-05-29,0.17,0.4,105,CA-Oas
2010-06-02,0.86,4.6000000000000005,34,CA-Oas
2010-06-06,0.37,0.9,10,CA-Oas
2010-06-10,0.9,5.300000000000001,32,CA-Oas
2010-06-14,0.93,6.4,34,CA-Oas
2010-06-18,0.93,6.300000000000001,32,CA-Oas
2010-06-22,0.9,5.300000000000001,34,CA-Oas
2010-06-26,0.85,4.4,34,CA-Oas
2010-06-30,0.87,4.800000000000001,32,CA-Oas
2010-07-04,0.93,6.1000000000000005,34,CA-Oas
2010-07-08,0.9,5.300000000000001,32,CA-Oas
2010-07-12,0.91,5.1000000000000005,97,CA-Oas
2010-07-16,0.55,1.5,10,CA-Oas
2010-07-20,0.85,4.4,32,CA-Oas
2010-07-24,0.91,5.6000000000000005,32,CA-Oas
2010-07-28,0.91,4.9,32,CA-Oas
2010-08-01,0.39,1.0,107,CA-Oas
2010-08-05,0.75,2.5,0,CA-Oas
2010-08-09,0.91,5.0,32,CA-Oas
2010-08-13,0.93,5.6000000000000005,32,CA-Oas
2010-08-17,0.89,4.6000000000000005,32,CA-Oas
2010-08-21,0.33,0.7000000000000001,8,CA-Oas
2010-08-25,0.89,4.5,34,CA-Oas
2010-08-29,0.38,0.7000000000000001,10,CA-Oas
2010-09-02,0.88,4.4,32,CA-Oas
2010-09-06,0.88,4.5,32,CA-Oas
2010-09-10,0.73,2.2,0,CA-Oas
2010-09-14,0.44,0.7000000000000001,2,CA-Oas
2010-09-18,0.45,1.0,0,CA-Oas
2010-09-22,0.04,0.1,107,CA-Oas
2010-09-26,0.41000000000000003,0.6000000000000001,2,CA-Oas
2010-09-30,0.34,0.5,0,CA-Oas
2010-10-04,0.34,0.5,0,CA-Oas
2010-10-08,0.33,0.5,0,CA-Oas
2010-10-12,0.34,0.5,0,CA-Oas
2010-10-16,0.33,0.5,0,CA-Oas
2010-10-20,0.31,0.4,2,CA-Oas
2010-10-24,0.08,0.1,2,CA-Oas
2010-10-28,0.31,0.4,0,CA-Oas
2010-11-01,0.26,0.30000000000000004,0,CA-Oas
2010-11-05,0.25,0.6000000000000001,67,CA-Oas
2010-11-09,0.03,0.1,65,CA-Oas
2010-11-13,0.01,0.0,73,CA-Oas
2010-11-17,0.02,0.0,75,CA-Oas
2010-11-21,0.4,1.0,67,CA-Oas
2010-11-25,0.02,0.0,75,CA-Oas
2010-11-29,0.01,0.0,73,CA-Oas
2010-12-03,0.04,0.1,65,CA-Oas
2010-12-07,0.01,0.0,75,CA-Oas
2010-12-11,0.01,0.0,73,CA-Oas
2010-12-15,0.03,0.1,65,CA-Oas
2010-12-19,0.02,0.0,65,CA-Oas
2010-12-23,0.03,0.1,65,CA-Oas
2010-12-27,0.03,0.1,73,CA-Oas
